"Data Source","World Development Indicators",
"Guinea","GIN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01639","2.00632","2.08844","","","","","","2.36142","2.5934","2.08191","2.59387","2.37102","2.21","1.84906","","","2.43837","3.21608","3.69186","3.06283","2.47139","3.54088","","",
"Gambia, The","GMB","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","4.29515","3.48473","","","2.97409","2.82584","3.78061","1.16984","","","2.55356","2.56628","","","1.56513","1.46587","1.1581","1.44292","1.36338","1.0345","1.13918","1.20949","1.30851","3.52742","3.07235","4.15601","3.89922","4.09038","2.80663","","",
"Guinea-Bissau","GNB","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24617","","","","","","","","","","","1.86424","1.84898","2.06464","2.35587","","",
"Equatorial Guinea","GNQ","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18798","","","","","","","","","","","","","","","","","",
"Greece","GRC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.54078","1.29769","","1.10852","1.33121","1.45548","1.44292","1.48823","1.67952","","","1.68658","1.68064","1.68248","1.80338","","1.82663","1.82747","1.86208","2.00806","2.03857","1.92723","","","","","","","2.88278","3.01806","3.21915","3.36916","3.44935","3.43576","3.68054","3.96574","","","","","","","","","","",
"Grenada","GRD","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.92674","","","","","","","","","","","","",
"Greenland","GRL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.85872","2.02554","","","","","1.62729","","","","","","","","","","","","","","","","","1.66575","1.43998","1.6048","1.5637","","","","","","","","","","2.98401","3.03874","3.18454","","2.80307","2.92014","2.95786","2.84226","","",
"Guam","GUM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.32898","","","","","","","7.08873","","9.37787","","","","8.25347","7.22748","","","","","","","","","","3.72445","3.60934","","","","8.56106","8.48415","8.58889","8.40805","6.96654","5.52623","8.13973","5.08927","3.75228","","3.36104","3.66099","3.59123","3.19404","","","",
"High income","HIC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","2.36815","2.29561","2.18337","2.36029","2.4492","2.43336","2.21924","2.32255","","2.19214","2.27173","1.66983","2.5786","2.58169","2.55897","","","","","2.46609","","2.8282","","","","2.72831","","","","","3.9037","4.01554","4.2853","4.55896","4.13463","3.84279","3.45455","3.26063","4.39213","3.51003","3.41822","3.50961","3.76032","3.57196","",
"Honduras","HND","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","3.241","3.16882","2.99447","","","","","","","","","","","","","","3.39836","3.57875","","","","","","","","","","","","","","","","","","5.87493","","",
"Heavily indebted poor countries (HIPC)","HPC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81086","3.86755","3.82086","","","3.97111","4.27013","4.38925","4.25217","4.15795","","","","",
"Haiti","HTI","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.07399","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.91243","6.11373","5.95285","5.86767","4.87473","4.35434","","4.42302","4.57708","4.87956","4.95096","5.19788","5.82966","5.3774","5.38289","5.35814","5.19448","5.02306","5.01172","4.81825","4.64508","","","","",
"Indonesia","IDN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","2.64225","","","","","","","","","","","","","","","","","0.82737","","","","","0.99855","1.00435","1.07855","1.07208","","","","2.46003","2.64569","3.218","2.74847","2.87282","","3.04425","2.9019","3.52513","2.81228","3.18944","3.40748","3.36659","","",
"Isle of Man","IMN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.82791","3.51098","4.33929","4.25026","","","3.55114","3.29476","3.1338","3.09073","","","3.21076","3.31959","3.7232","3.8256","","","",
"Not classified","INX","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.49089","4.62153","4.61316","4.69074","","4.30076","5.0904","5.07268","5.2934","5.32753","5.73776","5.39493","5.45199","5.28698","5.25361","5.30651","5.53433","5.02116","4.71773","4.60517","4.78745","5.01064","5.12067","5.1939","4.87649","4.75987","","4.30612","4.14717","4.15894","4.11753","4.12974","4.22634","4.50573","4.54981","4.57605","4.72311","5.47034","6.20758","6.14069","5.85089","5.84453","","","",
"Iran, Islamic Rep.","IRN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","2.87191","2.87743","3.01867","2.82516","3.0912","","5.79323","","","","7.47363","6.00605","4.33265","4.03769","3.66837","3.76884","4.35589","3.85861","4.22927","3.98886","4.02673","3.93408","4.66562","","4.3684","3.75548","","","4.53346","4.38467","4.40555","4.92935","4.82068","4.87207","4.72296","5.05938","5.04763","4.45332","4.45065","4.25877","4.05015","3.31111","3.31579","3.06152","",
"Iraq","IRQ","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","3.85705","","","2.42379","","","","","","","","","3.5515","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2105","","","5.08347","4.70183","4.72658","5.14888","","6.79484","6.45606","6.48736","6.77809","7.40496","7.31222","7.20723","7.36224","7.34849","7.01096","7.22594","7.3752","7.20091","7.03659","","","","",
"Israel","ISR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","6.27981","6.93871","7.05157","7.00533","7.17139","7.99027","8.0817","8.64014","7.8307","7.32836","7.95397","7.93089","8.97797","6.98738","6.34066","5.14669","6.38579","6.09651","6.20592","6.41408","6.86423","7.44447","","","","6.7094","6.4695","6.15953","6.43396","6.53367","6.42538","6.009","5.81307","5.82873","5.57333","5.59197","5.52088","5.56116","5.63281","","","","",
"Italy","ITA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.37671","2.9073","","","3.84643","3.72254","3.93106","","3.79149","4.17599","","","","4.50128","4.78863","4.70361","4.6686","","4.60629","","","","","4.74783","4.44636","4.33136","4.4579","","4.46177","4.52157","4.29715","4.667","4.44524","4.55283","4.39519","4.24747","4.53567","4.11659","4.40076","4.53407","4.34919","4.14054","","","","",
"Jamaica","JAM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","3.63144","4.24897","5.22879","5.85833","6.02652","","","","","","","","5.3919","4.60398","","3.94086","5.18398","4.77916","4.38307","3.33666","3.21403","4.52025","3.74213","4.16108","4.96098","","","5.0151","5.41476","5.42852","4.25685","3.91255","4.61707","","5.49138","6.19327","6.19928","6.36821","6.26177","6.11707","6.2562","5.98413","",
"Jordan","JOR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.63004","3.29769","2.38743","2.48694","3.55769","3.76348","3.53393","3.6799","3.68117","5.08173","","5.16732","5.08916","4.92796","5.93695","","3.28438","3.29657","4.04757","5.64387","","","","","","","7.47599","6.36608","","4.94514","","","","","","","","","","","","","","","","",
"Japan","JPN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.71819","4.07921","4.1114","4.10841","4.74802","4.93292","4.92219","4.97725","5.14305","5.15451","5.15012","5.11966","4.90063","","","","5.67262","5.6624","5.46734","","","","3.47889","3.66794","3.50624","","","3.42623","3.53673","3.61888","3.57129","3.58506","3.64257","3.59859","3.48391","3.46274","3.46368","3.44024","","3.78135","3.77827","3.8497","3.81849","","",
"Kazakhstan","KAZ","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03445","3.92371","4.37343","","3.89257","3.25662","","3.0297","","2.25591","2.26353","2.62678","2.83139","2.58946","3.06072","","","","2.83413","2.88742","",
"Kenya","KEN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.92982","4.47634","4.65052","5.06551","5.60612","5.7441","5.13632","","","5.38788","5.92373","5.67812","5.4383","4.58096","5.19977","6.01379","","6.60055","6.03572","","6.57067","6.0759","6.02915","5.92402","","","","","5.32324","5.18673","5.20621","6.172","6.49427","6.79693","7.33565","7.04984","","","","5.50822","","","","","",
"Kyrgyz Republic","KGZ","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.58819","6.15643","4.90261","","4.91963","4.08522","3.50837","3.85419","4.44547","4.47541","4.62243","4.87384","5.54986","6.467","5.91319","6.23268","5.81883","6.79062","7.38423","6.7802","","",
"Cambodia","KHM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.25907","","1.66681","1.72403","1.71121","","1.71982","","","1.5993","","","2.60388","","","","","",
"Kiribati","KIR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.79313","4.26643","","","3.13511","","","","","","","","","","","","","","","","","","","","","","","","","10.6302","11.14303","11.98812","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","5.64292","","3.60698","","2.95372","","2.67806","3.06823","","","3.50032","","","5.36297","4.42932","4.75855","4.40403","3.92256","3.84377","4.01691","3.85991","4.1125","4.2253","","","","","","","","",
"Korea, Rep.","KOR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.26719","3.55443","3.07761","2.55822","","1.99639","2.62701","2.31737","","2.89827","3.33612","2.77288","6.07534","4.18364","3.90624","3.89292","3.54678","3.30633","2.71047","3.03996","3.02391","3.47166","3.57194","3.70361","3.05064","2.9735","","","3.42941","3.44687","","3.89743","3.79262","4.13241","4.11529","3.90137","3.96743","3.95229","4.46395","4.66983","","","4.61823","","","",
"Kosovo","KSV","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.28734","2.81575","3.30369","3.5216","2.13554","3.11508","3.36867","4.08185","3.42856","2.79102","2.71914","3.03351","5.09027","5.14888","5.00762","5.40084","","","","","","14.19883","","","","5.85954","5.58251","","","","6.586","6.5505","","5.53515","4.73825","3.76001","","","","","","","","","",
"Latin America & Caribbean (developing only)","LAC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.33457","","","","2.42975","2.1302","","","1.50369","1.99028","2.82522","","2.413","2.41409","2.95879","3.07842","2.27855","","2.77387","","","","4.17047","",
"Lebanon","LBN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75642","1.93126","2.22463","2.08467","","","","","2.84148","2.55271","","2.66674","2.67227","2.80863","2.60987","2.035","1.77877","1.63173","1.64626","2.1894","2.57268","","",
"Liberia","LBR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","6.99484","","6.25906","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.26127","","","","2.82069","","","",
"Libya","LBY","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26417","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","7.07189","","","","6.25656","","","","","","","","9.00789","","","","7.37781","7.25485","","6.89582","","4.33087","4.14074","5.14566","5.62154","","5.23876","3.76522","4.14863","4.28743","4.00259","4.75612","4.83666","",
"Latin America & Caribbean (all income levels)","LCN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.46014","2.43333","","2.05381","1.92119","2.04837","","","2.55604","","","","",
"Sri Lanka","LKA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","3.3164","","2.74455","","","","2.56743","2.70417","2.44221","2.5585","2.39061","2.16526","2.57614","2.80542","2.64433","2.82636","2.75516","2.41093","2.91558","","","3.10853","2.9576","3.3436","","3.05142","","","","","","","","","","","2.0559","1.96588","1.9954","1.72398","","","",
"Lower middle income","LMC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.64155","4.52651","4.86656","4.23424","","","","","","","","","10.77014","6.99369","7.79441","","","7.86968","6.78905","","","","9.89221","8.13516","10.05103","","13.17703","","14.1626","11.492","10.77399","11.80636","15.61544","13.27157","14.79096","13.85772","","12.98201","","","","","","","",
"Lithuania","LTU","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.84838","16.82612","16.64437","15.85024","16.69268","19.25768","18.31372","17.69513","","","","",
"Luxembourg","LUX","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","2.20742","2.73994","2.6302","2.69886","","3.28499","3.46881","3.54483","4.1643","4.22517","4.36838","4.49889","5.0628","3.18576","","","3.63696","3.91832","3.85239","3.71619","","","","","","3.51149","3.35865","","","","","3.60224","","","","","","","","","","","","","","",
"Latvia","LVA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.68828","3.65048","3.85527","3.50193","2.98851","3.06679","3.26617","3.24727","3.21245","","3.2848","3.26785","3.79084","3.91929","3.55563","3.48792","3.20394","","","",
"Macao SAR, China","MAC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.68109","3.69231","3.67962","2.85865","2.99049","2.89245","2.3173","2.34887","2.23985","2.08706","2.22777","2.56586","2.6076","2.69069","3.34046","2.05939","","",
"St. Martin (French part)","MAF","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","4.67169","4.27549","5.21271","6.02712","6.08425","6.20183","6.31548","5.26213","5.9153","6.33786","6.41484","5.42954","5.35097","5.467","5.43909","4.7769","4.95362","4.72016","4.47952","","5.06807","","4.96991","","","5.34362","5.38568","","","","","","","","","5.5602","5.3758","","","","","","",
"Monaco","MCO","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.88103","0.95752","","","0.9136","","","1.06457","1.08224","1.21242","1.20883","1.19528","1.25536","","","","1.24386","","","","","1.32877","1.32022","1.59142","1.77513","1.33332","","",
"Moldova","MDA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8966","","","4.66255","4.48642","4.84691","5.49791","5.4249","6.77109","7.16273","7.49893","8.29343","8.23733","9.50976","9.11211","8.5597","8.34896","","7.50124","",
"Madagascar","MDG","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","3.21737","2.71115","2.67376","2.51668","3.25501","5.05395","","3.97033","4.32025","3.81278","3.15062","2.65448","2.92933","2.75618","","","","","","","","2.14018","","","","1.84964","1.87065","2.76755","2.91135","3.25033","2.71621","3.03949","3.2643","3.84817","3.28253","3.36988","2.91041","3.17751","","2.78112","2.73217","2.07999","","",
"Maldives","MDV","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7039","5.36855","4.75694","5.21198","4.96182","4.72755","4.79509","7.0041","","5.96772","5.16456","","","",
"Middle East & North Africa (all income levels)","MEA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26588","2.31209","2.53738","3.00129","","3.65051","3.86743","","","3.52947","3.6621","4.13411","4.42832","4.63847","5.18674","4.80018","4.90795","4.74132","4.73198","4.85821","5.21749","5.19197","5.1462","","","","",
"Marshall Islands","MHL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.53904","","","8.66987","12.24","","","","","","","","","","","","",
"Middle income","MIC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macedonia, FYR","MKD","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.97911","4.87073","4.76097","4.49269","4.52623","","","","","","3.30015","","","","","","","","","","","","","",
"Mali","MLI","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","3.55959","","3.41697","3.55256","3.29459","","","","2.68761","","","","","","","","","","","","2.97969","2.98639","3.62371","3.50314","3.3701","4.10313","4.31077","4.14605","","","3.81687","4.39837","3.7898","4.57597","4.18676","3.91349","4.33446","",
"Malta","MLT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","6.15197","5.54999","5.2697","4.4931","4.42221","3.83189","3.89761","3.34883","3.15364","","2.86533","2.85408","3.31469","3.07872","3.24834","3.10572","3.16532","3.33824","3.58874","3.83142","3.9203","4.3141","","","","","","4.40561","","","","4.31127","","4.79185","","","6.31293","5.8462","5.44377","6.91128","7.96375","6.75966","","","",
"Myanmar","MMR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","2.8651","3.27381","","1.98739","1.72619","1.63782","1.64366","","","","","","","","","","","","","","","","","1.20248","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (developing only)","MNA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.94897","5.49302","5.14566","5.55037","","7.21078","","4.32573","","","4.69013","","5.14485","4.6451","4.60903","","","","",
"Northern Mariana Islands","MNP","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.31234","3.65996","","","","","4.45532","5.20143","5.00683","","","","","","6.21012","6.71555","","",
"Mauritania","MRT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.34373","","2.43289","","2.8395","3.05538","3.10349","2.51687","","2.52458","","3.55225","","3.60428","3.07791","2.99699","3.27544","","",
"Mauritius","MUS","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","4.42232","5.54268","","","5.03284","4.58452","4.4351","4.06972","3.94651","3.469","3.04457","3.11835","3.50096","3.15708","3.50989","","","","","","","","3.93976","3.81526","3.16975","3.11292","4.48438","4.472","4.20155","3.81811","3.32607","3.20384","3.15771","3.65578","3.41084","3.48589","3.6769","4.98984","",
"Malawi","MWI","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.40479","3.3834","3.33149","3.08709","2.70379","2.42231","","","","","","","","","","3.19867","3.52508","3.17144","3.17635","3.27054","","","","","4.00885","5.38126","","","4.99491","5.24797","4.50898","","4.21763","","","","","","","4.35638","5.35337","","7.69988","6.87791","",
"Malaysia","MYS","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.27875","","","","","","","","4.996","5.62308","6.57639","6.90835","","5.56428","6.00107","7.11294","6.326","","","","","5.11139","4.65466","4.70529","4.34257","4.91385","4.62038","","5.68681","5.97162","7.48447","7.65793","7.50288","5.92388","","4.48578","4.37255","3.95851","5.97418","5.11661","5.93474","","6.29209","","",
"North America","NAC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.21755","6.99139","6.91282","6.76239","6.11511","","","6.03782","","6.48408","","8.3505","","","","","",
"New Caledonia","NCL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
